句子,句型,人工判断
派两个人,未知句型,
把她和这些罪证一起送到师部去,把字句,
”张主任面无表情地说,未知句型,
同室的三名女犯相继被提走,被字句,
监室里只剩叶文洁一个人了,未知句型,
墙角的那一小堆煤用完了也没人来加,未知句型,
炉子很快灭了,未知句型,
监室里冷了下来,未知句型,
叶文洁不得不将被子裹在身上,否定句,
天黑前来了两个人,未知句型,
其中一名是年长些的女干部,肯定句,
随行的那人介绍说她是中级法院军管会的军代表,肯定句,
“程丽华,未知句型,
”女干部自我介绍说,未知句型,
她四十多岁,未知句型,
身穿军大衣,未知句型,
戴着一副宽边眼镜,未知句型,
脸上线条柔和,未知句型,
看得出年轻时一定很漂亮,未知句型,
说话时面带微笑,未知句型,
让人感到平易近人,未知句型,
叶文洁清楚,未知句型,
这样级别的人来到监室见一个待审的犯人,未知句型,
很不寻常,否定句,
她谨慎地对程丽华点点头,未知句型,
起身在狭窄的床铺上给她让出坐的地方,未知句型,
“这么冷,未知句型,
炉子呢,未知句型,
”程丽华不满地看了站在门口的看守所所长一眼,否定句,
又转向文洁,未知句型,
“嗯,未知句型,
年轻,未知句型,
你比我想的还年轻,未知句型,
”说完坐在床上,未知句型,
离文洁很近,未知句型,
低头翻起公文包来,未知句型,
嘴里还像老大妈似的嘟囔着,未知句型,
“小叶你糊涂啊,未知句型,
年轻人都这样,未知句型,
书越读得多越糊涂了,未知句型,
你呀你呀……”她找到了要找的东西,未知句型,
把那一小打文件抱在胸前,把字句,
抬头看着叶文洁,未知句型,
目光中充满了慈爱,未知句型,
“不过,否定句,
年轻人嘛,未知句型,
谁没犯过错误,未知句型,
我就犯过,未知句型,
那时我在四野的文工团,未知句型,
苏联歌曲唱得好,未知句型,
一次政治学习会上,未知句型,
我说我们应该并入苏联,未知句型,
成为苏维埃社会主义联盟的一个新共和国,未知句型,
这样国际共产主义的力量就更强大了……幼稚啊,未知句型,
可谁没幼稚过呢,未知句型,
还是那句话,肯定句,
不要有思想负担,否定句,
有错就认识就改,未知句型,
然后继续革命嘛,未知句型,
”程丽华的一席话拉近了叶文洁与她的距离,未知句型,
但叶文洁在灾难中学会了谨慎,未知句型,
她不敢贸然接受这份奢侈的善意,否定句,
程丽华把那叠文件放到叶文洁面前的床面上,把字句,
递给她一枝笔,未知句型,
“来,未知句型,
先签了字,未知句型,
咱们再好好谈谈,未知句型,
解开你的思想疙瘩,未知句型,
”她的语气,未知句型,
仿佛在哄一个小孩儿吃奶,未知句型,
叶文洁默默地看着那份文件,未知句型,
一动不动,否定句,
没有去接笔,否定句,
程丽华宽容地笑笑,未知句型,
“你是可以相信我的,肯定句,
我以人格保证,未知句型,
这文件内容与你的案子无关,未知句型,
签字吧,未知句型,
”,未知句型,
站在一边的那名随行者说：“叶文洁,未知句型,
程代表是想帮你的,肯定句,
她这几天为你的事可没少操心,未知句型,
”,未知句型,
程丽华挥手制止他说下去,未知句型,
“能理解的,未知句型,
这孩子,未知句型,
唉,未知句型,
给吓坏了,未知句型,
现在一些人的政策水平实在太低,未知句型,
建设兵团的,未知句型,
还有你们法院的,未知句型,
方法简单,未知句型,
作风粗暴,未知句型,
像什么样子,未知句型,
好吧,未知句型,
小叶,未知句型,
来,未知句型,
看看文件,未知句型,
仔细看看吧,未知句型,
”,未知句型,
叶文洁拿起文件,未知句型,
在监室昏黄的灯光下翻看着,未知句型,
程代表没骗她,未知句型,
这份材料确实与她的案子无关,肯定句,
是关于她那已死去的父亲的,肯定句,
其中记载了父亲与一些人交往情况和谈话内容,未知句型,
文件的提供者是叶文洁的妹妹叶文雪,肯定句,
作为一名最激进的红卫兵,未知句型,
叶文雪积极主动地揭发父亲,未知句型,
写过大量的检举材料,未知句型,
其中的一些直接导致了父亲的惨死,未知句型,
但这一份材料文洁一眼就看出不是妹妹写的,肯定句,
文雪揭发父亲的材料文笔激烈,未知句型,
读那一行行字就像听着一挂挂炸响的鞭炮,未知句型,
但这份材料写得很冷静、很老到,未知句型,
内容翔实精确,未知句型,
谁谁谁哪年哪月哪日在哪里见了谁谁谁又谈了什么,未知句型,
外行人看去像一本平淡的流水账,未知句型,
但其中暗藏的杀机,未知句型,
绝非叶文雪那套小孩子把戏所能相比的,否定句,
材料的内容她看不太懂,否定句,
但隐约感觉到与一个重大国防工程有关,未知句型,
作为物理学家的女儿,未知句型,
叶文洁猜出了那就是从1964 年开始震惊世界的中国两弹工程,肯定句,
在这个年代,未知句型,
要搞倒一个位置很高的人,未知句型,
就要在其分管的各个领域得到他的黑材料,未知句型,
但两弹工程对阴谋家们来说是个棘手的领域,肯定句,
这个工程处于中央的重点保护之下,未知句型,
得以避开“文革”的风雨,未知句型,
他们很难插手进去,未知句型,
由于出身问题没通过政审,未知句型,
父亲并没有直接参加两弹研制,否定句,
只是做了一些外围的理论工作,肯定句,
但要利用他,未知句型,
比利用两弹工程的那些核心人物更容易些,未知句型,
叶文洁不知道材料上那些内容是真是假,肯定句,
但可以肯定,肯定句,
上面的每一个标点符号都具有致命的政治杀伤力,未知句型,
除了最终的打击目标外,未知句型,
还会有无数人的命运要因这份材料坠入悲惨的深渊,未知句型,
材料的末尾是妹妹那大大的签名,肯定句,
而叶文洁是要作为附加证人签名的,肯定句,
她注意到,未知句型,
那个位置已经有三个人签了名,未知句型,
“我不知道父亲和这些人说的这些话,否定句,
”叶文洁把材料放回原位,把字句,
低声说,未知句型,
“怎么会不知道呢,否定句,
这其中许多的谈话都是在你家里进行的,肯定句,
你妹妹都知道你就不知道,否定句,
”,未知句型,
“我真的不知道,否定句,
”,未知句型,
“但这些谈话内容是真实的,肯定句,
你要相信组织,未知句型,
”,未知句型,
“我没说不是真的,肯定句,
可我真的不知道,否定句,
所以不能签,否定句,
”,未知句型,
“叶文洁,未知句型,
”那名随行人员上前一步说,未知句型,
但又被程代表制止了,被字句,
她朝文洁坐得更近些,未知句型,
拉起她一只冰凉的手,未知句型,
说：,未知句型,
“小叶啊,未知句型,
我跟你交个底吧,未知句型,
你这个案子,未知句型,
弹性很大的,未知句型,
往低的说,未知句型,
知识青年受反动书籍蒙蔽,未知句型,
没什么大事,未知句型,
都不用走司法程序,否定句,
参加一次学习班好好写几份检查,未知句型,
你就可以回兵团了,肯定句,
往高说嘛,未知句型,
小叶啊,未知句型,
你心里也清楚,未知句型,
判现行反革命是完全可以的,肯定句,
对于你这种政治案件,未知句型,
现在公检法系统都是宁左勿右,肯定句,
左是方法问题,肯定句,
右是路线问题,肯定句,
最终大方向还是要军管会定,肯定句,
当然,未知句型,
这话只能咱们私下说说,未知句型,
”,未知句型,
随行人员说：“程代表是真的为你好,肯定句,
你自己看到了,未知句型,
已经有三个证人签字了,未知句型,
你签不签又有多大意义,否定句,错
叶文洁,未知句型,
你别一时糊涂啊,未知句型,
”,未知句型,
“是啊,肯定句,
小叶,未知句型,
看着你这个有知识的孩子就这么毁了,未知句型,
心疼啊,未知句型,
我真的想救你,未知句型,
你千万要配合,未知句型,
看看我,未知句型,
我难道会害你吗,疑问句,
”,未知句型,
叶文洁没有看军代表,否定句,对
她看到了父亲的血,未知句型,
“程代表,未知句型,
我不知道上面写的事,否定句,对
我不会签的,否定句,对
”,未知句型,
程丽华沉默了,未知句型,
她盯着文洁看了好一会儿,未知句型,
冰冷的空气仿佛凝固了一般,未知句型,
然后她慢慢地将文件放回公文包,未知句型,
站起身,未知句型,
她脸上慈祥的表情仍然没有褪去,否定句,对
只是凝固了,肯定句,
仿佛戴着一张石膏面具,未知句型,
她就这样慈祥地走到墙角,未知句型,
那里放着一桶盥洗用的水,未知句型,
她提起桶,未知句型,
把里面的水一半泼到叶文洁的身上,把字句,
一半倒在被褥上,被字句,
动作中有一种有条不紊的沉稳,否定句,对
然后扔下桶转身走出门,未知句型,
扔下了一句怒骂：“顽固的小杂种,未知句型,
”,未知句型,
看守所所长最后一个走,未知句型,
他冷冷地看了浑身湿透的文洁一眼,未知句型,
“咣”一声关上门并锁上了,未知句型,
在这内蒙古的严冬,未知句型,
寒冷通过湿透的衣服,未知句型,
像一个巨掌将叶文洁攥在其中,未知句型,
她听到自己牙齿打颤的“咯咯”声,未知句型,
后来这声音也消失了,未知句型,
深入骨髓的寒冷使她眼中的现实世界变成一片乳白色,未知句型,
她感到整个宇宙就是一块大冰,肯定句,
自己是这块冰中唯一的生命体,肯定句,
她这个将被冻死的小女孩儿手中连火柴都没有,否定句,对
只有幻觉了……,未知句型,
她置身于其中的冰块渐渐变得透明了,未知句型,
眼前出现了一座大楼,未知句型,
楼上有一个女孩儿在挥动着一面大旗,未知句型,
她的纤小与那面旗的阔大形成鲜明对比,未知句型,
那是文洁的妹妹叶文雪,肯定句,
自从与自己的反动学术权威家庭决裂后,未知句型,
叶文洁再也没有听到过她的消息,否定句,对
直到不久前才知道妹妹已于两年前惨死于武斗,否定句,错
恍惚中,未知句型,
挥旗的人变成了白沐霖,未知句型,
他的眼镜反射着楼下的火光,未知句型,
接着那人又变成了程代表,未知句型,
变成了母亲绍琳,未知句型,
甚至变成父亲,未知句型,
旗手在不断变换,否定句,错
旗帜在不间断地被挥舞着,否定句,错
像一只永恒的钟摆,未知句型,
倒数着她那所剩无几的生命,未知句型,
渐渐地旗帜模糊了,未知句型,
一切都模糊了,未知句型,
